"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"SERVIÇOS";"SEGMENTOS TURISTICOS";"LINGUAS"
R B ARAUJO PRODUÇÕES CINEMATOGRÁFICAS;PARASOL BROADCAST;"18.184.392/0001-51";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;24.360.250;RJ;Niterói;São Francisco;RUA TIMBIRAS, 424 - QUADRA 50 - LOTE 06;(21) 2224-9290;(21) 2262-7981;raquelreis@yahoo.com;;;"19.080837.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Serviços de Escafandria e Mergulho ,Serviços de Vôo Panorâmico ,Clube de Vôo ,Gestão de Campos de Golfe ,Arvorismo ,Asa delta ,Caminhadas ,Escalada ,Parapente ,Paraquedismo ,Rafting ,Rapel ,Tirolesa ,Kitesurf ,Windsurf ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Observação astronômica ,Espeleoturismo ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Balonismo ,Bungue Jump ,Canoagem ,Montanhismo ,Cavalgadas ,Passeios em barcos e lanchas ,Enoturismo ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Cinematográfico ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Pesca desembarcada ,Pesca embarcada ,Pesque-pague ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo de Aventura,Turismo Cultural,Turismo de Negócios e Eventos;Nenhuma das Opções
AMPHITRIONS TURISMO EIRELI - ME;AMPHITRIONS TUR;"25.116.980/0001-13";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;77.006.142;TO;Palmas;Plano Diretor Norte;"110 NORTE, ALAMEDA 21, LOTE 34";(63) 3215-5257;;osvaldopalmas@gmail.com;;;"27.080001.75.0001-1";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Turismo fora de estrada em veículos 4 X 4 ou bugue;Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Inglês
PAUL ANTHONY BLESSING;NEMO DIVE;"24.087.693/0001-60";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;45.807.000;BA;Santa Cruz Cabrália;Santa Cruz Cabrália;RUA SIDRACK DE CARVALHO, 357;(73) 99813-7453;(73) 3679-0924;eduardorezende20@hotmail.com;;www.nemodive.com.br;"05.089096.75.0001-0";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário)";Serviços de Escafandria e Mergulho ,Observação da fauna ,Observação da flora ,Passeios em barcos e lanchas ,Enoturismo;Turismo Náutico;Alemão ,Espanhol ,Italiano ,Francês ,Inglês
CAPPELINI MUNIZ COMUNICACAO LTDA - ME;GIRUS SOLUCOES EM TURISMO;"05.846.897/0001-92";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;88.080.250;SC;Florianópolis;Coqueiros;AV ABEL CAPELA, 368, AP 304;(11) 9907-5791;;tadeumonte@uol.com.br;;;"24.078275.75.0001-3";"7319-0/04-CONSULTORIA EM MARKETING (Primário), 8550-3/02-GESTÃO, ASSESSORIA, CONSULTORIA, ORIENTAÇÃO E ASSISTÊNCIA PRESTADOS AO SISTEMA E AO PROCESSO EDUCACIONAL; SERVIÇOS DE (Secundário), 7319-0/04-CONSULTORIA EM PUBLICIDADE E PROPAGANDA (Secundário), 7490-1/99-ASSESSORIA E CONSULTORIA EM PROJETOS CULTURAIS (Secundário), 7490-1/99-CONSULTORIA EM QUESTÕES DE SUSTENTABILIDADE DO MEIO AMBIENTE (Secundário), 7490-1/99-CONSULTORIA NA ÁREA DE ESTATÍSTICA (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos ,Consultoria da Área de Estatística/Economia para o Turismo;Ecoturismo,Turismo Cultural,Turismo Acessível (pessoas com deficiência ou mobilidade reduzida);Espanhol ,Italiano ,Inglês
SILK BRINDES COMUNICAÇÃO VISUAL, PUBLICIDADE, PROPAGANDA E PUBLICAÇÕES LTDA ME;SILK BRINDES COMUNICAÇÃO VISUAL;"19.814.481/0001-05";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;38.770.000;MG;João Pinheiro;João Pinheiro;RUA ASTOLO MOREIRA, 32;(38) 3561-2588;;silkbrindes@live.com;;;"11.087243.75.0001-2";"1813-0/01-GRÁFICA: CARTAZES, PROSPECTOS, CALENDÁRIOS, ENCARTES E OUTROS IMPRESSOS DE   PUBLICIDADE; IMPRESSÃO SOB ENCOMENDA (Primário), 4330-4/02-STANDS PARA FEIRAS, MONTAGEM DE
 (Secundário), 4330-4/02-STANDS PARA FEIRAS; INSTALAÇÃO DE
 (Secundário), 7319-0/01-CRIAÇÃO DE ESTANDES PARA FEIRAS E EXPOSIÇÕES; ATIVIDADES DE
 (Secundário), 7319-0/01-MONTAGEM DE ESTANDES PARA FEIRAS E EXPOSIÇÕES INTEGRADA À CRIAÇÃO; ATIVIDADE DE
 (Secundário), 7739-0/03-ESTANDES PARA FEIRAS E EVENTOS, SEM MONTAGEM; ALUGUEL DE, LOCAÇÃO DE
 (Secundário), 7739-0/99-EQUIPAMENTOS PARA ILUMINAÇÃO DE EVENTOS; ALUGUEL DE, LOCAÇÃO DE
 (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS, SERVIÇOS DE (Secundário), 7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário), 7319-0/04-CONSULTORIA EM PUBLICIDADE E PROPAGANDA (Secundário), 7490-1/99-CONSULTORIA DE ESPORTES (Secundário), 7739-0/99-EQUIPAMENTOS DE AUDIO VISUAL; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7739-0/99-EQUIPAMENTOS DE FILMAGEM; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7739-0/99-EQUIPAMENTOS DE SOM; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7721-7/00-MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE, LOCAÇÃO DE (Secundário), 9001-9/02-EVENTOS MUSICAIS; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 9001-9/03-EVENTOS DE DANÇA; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 9319-1/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS; SERVIÇOS DE (Secundário), 7733-1/00-MÁQUINAS, EQUIPAMENTOS E MÓVEIS DE ESCRITÓRIO; ALUGUEL DE, LOCAÇÃO DE; (Secundário), 5911-1/02-PRODUTORA DE FILMES DE PUBLICIDADE (Secundário), 8230-0/01-EXPOSIÇÃO DE ANIMAIS EM FEIRAS (Secundário), 9001-9/01-ORGANIZAÇÃO, PROMOÇÃO DE EVENTOS DE TEATRO; ATIVIDADE DE  (Secundário), 9001-9/04-EVENTOS DE CIRCO, FANTOCHE, MARIONETE; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 5620-1/02-SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ (Secundário), 5620-1/02-BUFFET; SERVIÇO DE ALIMENTAÇÃO (Secundário), 1813-0/01-OUTDOORS, MALAS-DIRETAS, BANNERS; IMPRESSÃO SOB ENCOMENDA  (Secundário), 1813-0/01-BRINDES; SERIGRAFIA EM (Secundário), 4689-3/99-BRINDES; COMÉRCIO ATACADISTA DE (Secundário), 1813-0/01-CALENDÁRIOS; IMPRESSÃO SOB ENCOMENDA (Secundário), 1813-0/01-CARTAZES DE PROPAGANDA; IMPRESSÃO SOB ENCOMENDA (Secundário), 1813-0/01-CATÁLOGOS DE ARTE, KITS PROMOCIONAIS; IMPRESSÃO SOB ENCOMENDA (Secundário), 1813-0/01-FAIXAS E CARTAZES DE PROPAGANDA; IMPRESSÃO SOB ENCOMENDA (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 7739-0/03-PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORO; LEASING  OPERACIONAL. (Secundário), 7739-0/03-PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORO; LEASING  OPERACIONAL. (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS. (Secundário), 9001-9/06-ATIVIDADES DE SONORIZAÇÃO E ILUMINAÇÃO (Secundário), 9001-9/99-ARTES CÊNICAS, ESPETÁCULOS E ATIVIDADES COMPLEMETARES NÃO ESPECIFICADAS ANTERIORMENTE (Secundário), 7739-0/03-ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORÁRIO, EXCETO ANDAIMES (Secundário), 4330-4/02-ESTANDES (STANDS) PARA FEIRAS E EVENTOS; INSTALAÇÃO DE
 (Secundário), 9001-9/02-PRODUÇÃO MUSICAL; ATIVIDADE DE (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;;Inglês
EX2 PARTICIPACOES E SERVICOS LTDA-EPP;EX2 REPRESENTACOES E SERVICOS;"27.502.230/0001-05";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;28.990.000;RJ;Saquarema;Saquarema;RUA DOUTOR LUIZ JANUARIO,406 SALA 303;(21) 2606-3491;;executivo@exocompany.com;;;"19.086590.75.0001-9";"8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 7739-0/03-PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORO; LEASING  OPERACIONAL. (Secundário)";Caminhadas ,Escalada ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Observação astronômica ,Enoturismo ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo Cultural,Turismo de Negócios e Eventos,Estudos e Intercâmbio;Espanhol ,Francês ,Inglês
WMG GESTÃO E TURISMO LTDA ME;WMG GESTÃO E TURISMO LTDA ME;"10.752.801/0001-67";Serviço Social Autônomo;"20/03/2009";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.157.760;ES;Cariacica;Bubú;ESTRADA ROÇAS VELHAS S/N° KM 03;(27) 3254-1488;(27) 3254-2852;contato@valedomoxuara.com.br;;WWW.WMGESTAO.COM.BR;"08.035221.75.0001-0";"8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Primário), 9329-8/99-ENTRETENIMENTO INFANTIL; PRESTAÇÃO DE SERVIÇOS DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Arvorismo ,Caminhadas ,Escalada ,Rapel ,Tirolesa ,Observação da fauna ,Observação da flora ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Cavalgadas ,Pesque-pague;Turismo de Negócios e Eventos,Turismo de Pesca,Turismo Rural;Nenhuma das Opções
MARCELO GARBINI GUELFI 53117735020;TEMPO TURISMO;"22.764.846/0001-30";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;91.750.500;RS;Porto Alegre;Vila Nova;RUA REVERENDO LAURO BORBA DA SILVA ;(51) 3242-0023;;mgarbini@chip7.inf.br;;;"23.090675.75.0001-4";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Caminhadas ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas);Turismo Cultural,Turismo Rural,Turismo de Saúde;Espanhol
ROBERTO KEMEL ALCHAAR DE FARIA - ME;ROBERTO KEMEL ALCHAAR DE FARIA - ME;"03.029.465/0001-63";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;39.850.000;MG;Ataléia;Ataléia;RUA TEOFILO OTONI 180 CENTRO;(33) 98853-8240;;genconta@veloxmail.com.br;;;"11.083604.75.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário)";Venda de Artigos de Artesanato;;
FLÁVIO MARTINS SANTOS 69623244134;DOCERRADO;"25.384.979/0001-70";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;70.845.120;DF;Brasília;Asa Norte;SQN 404 BLOCO L AP 202;(61) 98232-7436;;flavioms78@gmail.com;;;"07.081911.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Nenhuma das Opções
JEFERSON DA SILVA NEVES - ME;JEFERSON DA SILVA NEVES -ME;"13.303.726/0001-45";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;12.450.000;SP;Santo Antônio do Pinhal;Santo Antônio do Pinhal;AV ANTONIO JOSÉ DE OLIVEIRA, 428-C;(12) 3666-1670;(12) 3666-2105;jeferson@prodelta.com.br;jeferson@avlpa.com.br;;"26.079251.75.0001-0";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário)";Clube de Vôo ,Parapente;Turismo de Aventura,Turismo de Esporte;Inglês
BRUNO LUIS DE CARVALHO DE MELO 043.597.086-02;ITACOLOMI ECOAVENTURA;"13.552.055/0001-56";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;35.400.000;MG;Ouro Preto;Ouro Preto;RUA COSTA SENA, 279;(31) 3551-4055;;itacolomiecoaventura@hotmail.com;;;"11.057755.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Caminhadas ,Escalada ,Rapel ,Observação da fauna ,Observação da flora ,Observação de formações geológicas;Ecoturismo,Turismo de Aventura,Turismo Cultural;Espanhol
VIBE ADVENTURE PASSEIOS E LOCAÇÕES EIRELI -ME;VIBE ADVENTURE;"24.220.851/0001-08";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;59.178.000;RN;Tibau do Sul;Tibau do Sul;RUA DOS CISNES, 11 - PRAIA DE PIPA;(84) 98871-9377;;raissaalinecosta@hotmail.com;admvibeadventure@gmail.com;;"20.077317.75.0001-3";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Turismo fora de estrada em veículos 4 X 4 ou bugue;Ecoturismo,Turismo de Aventura,Turismo de Sol e Praia;Nenhuma das Opções
ENERMECIO AMARO CONCEIÇÃO DE LIMA - ME;MERCIO SUB DIVE;"28.504.822/0001-29";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;57.955.000;AL;Maragogi;Maragogi;PRAÇA ALFREDO FOLPI , 01 BLOCO ''D'' LOTE  07;(82) 99113-8873;;enermeciolima@hotmail.com;;;"02.091691.75.0001-9";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário)";Serviços de Escafandria e Mergulho;Turismo Náutico,Turismo de Negócios e Eventos,Turismo de Sol e Praia;
MARCHESIN PROJETOS E SERVIÇOS ECO-AMBIENTAL LTDA ME;ESCOLA DA FLORESTA;"09.595.830/0001-83";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;13.569.430;SP;São Carlos;Portal do Sol;RUA DR. OMAR PACHECCO SOUZA RIBEIRO, N ° 323 ;(16) 3413-0899;(16) 3413-0899;flavio.sitiosaojoao@hotmail.com;;;"26.052338.75.0001-4";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Arvorismo ,Caminhadas ,Rafting ,Tirolesa ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Montanhismo ,Cavalgadas ,Turismo Gastronômico (ou visitas gastronômicas) ,Pesque-pague;Ecoturismo,Turismo de Aventura,Turismo Rural;Inglês
VINICIUS AMANTEA CAMPOS ME;ADDTUR - AGÊNCIA DE DESENVOLVIMENTO DE DESTINOS TURÍSTICOS;"20.355.571/0001-56";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;37.010.530;MG;Varginha;Vila Pinto;VENEZUELA, 140;(35) 3015-4899;(35) 99152-1867;viniciusamantea@msn.com;;;"11.079721.75.0001-8";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;;Inglês
JOÃO BATISTA DUARTE 82065381191;JR & R PRODUÇOES ARTISTICAS;"18.341.796/0001-01";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;75.180.000;GO;Silvânia;Silvânia;RUA 24 DE  OUTUBRO Nº 335 QD. 17 LT. 22 CENTRO;(62) 9995-3599;;gargantinhaapropagandas@gmail.com;;;"09.077296.75.0001-6";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7739-0/03-ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORÁRIO, EXCETO ANDAIMES (Secundário)";Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo de Negócios e Eventos;Nenhuma das Opções
ADRIANO PEREIRA FRAGOSO RAMOS 14800304733;TRIP FOR TRAVEL;"24.035.431/0001-51";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;24.220.420;RJ;Niterói;Icaraí;RUA SANTA ROSA 164 APARTAMENTO 1603;(21) 2610-1105;;adrianopframos@gmail.com;;www.tripfortravel.com;"19.077343.75.0001-9";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7911-2/00-AGENCIAMENTOS TURÍSTICOS; SERVIÇOS DE (Secundário), 7911-2/00-PACOTES DE VIAGEM; VENDA DE (Secundário), 7911-2/00-PROGRAMAS E PACOTES TURÍSTICOS; VENDAS DE (Secundário), 7911-2/00-VIAGEM DE TURISMO; VENDA DE (Secundário), 7911-2/00-VIAGEM TURÍSTICA; VENDA DE (Secundário), 7912-1/00-INTERMEDIAÇÃO DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-PACOTES TURÍSTICOS; ORGANIZAÇÃO DE (Secundário), 7990-2/00-ASSISTÊNCIA A TURISTAS; SERVIÇOS DE (Secundário), 7990-2/00-ASSISTÊNCIA A VIAJANTES; SERVIÇOS DE (Secundário), 7990-2/00-RESERVAS RELACIONADAS A VIAGENS; SERVIÇOS DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS, SERVIÇOS DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário), 9319-1/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS; SERVIÇOS DE (Secundário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural;Espanhol ,Inglês
LUCIANA LINHARES DE AZVEDO;GRAVER GRUPO DE AVENTURA E ESPORTES RADICAIS;"24.307.235/0001-99";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;24.070.110;RJ;Niterói;Fátima;RUA ARIDIO MARTINS NR 50 BLOCO 12 APTO 504;(21) 96614-2035;;graver15@hotmail.com;;;"19.078268.75.0001-7";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Caminhadas ,Rafting ,Rapel ,Tirolesa ,Enoturismo;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Inglês
ABAS CONSULTORIA LTDA ME;ABAS CONSULTORIA;"11.009.374/0001-94";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;41.820.021;BA;Salvador;Caminho das Árvores;AV. TANCREDO NEVES, N 909, ED ANDRÉ GUIMARÃES BUSINESS CENTER, SALA 1614;(71) 3241-1303;(71) 3019-1308;augustoalbuquerqueadv@gmail.com;;;"05.084903.75.0001-8";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo de Negócios e Eventos;Espanhol
BRASIL ECO - ADVENTURE  VIAGENS E TURISMO EIRELI - ME;BRASIL ECO - ADVENTURE;"18.821.591/0001-23";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;LOT . RECANTO PORTO DE GALINHAS S/ N  PRAÇA 21  LOTE K;(81) 99711-7212;;yakobnatureza@hotmail.com;;;"16.063123.75.0001-8";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Secundário)";Serviços de Escafandria e Mergulho ,Caminhadas ,Rapel ,Tirolesa ,Observação da fauna ,Observação da flora ,Bungue Jump ,Canoagem ,Montanhismo;Turismo de Aventura,Turismo Cultural,Turismo de Sol e Praia;Espanhol ,Inglês
AMELIA MIWA MURAMATSU 24798003859;AMELIA MIWA MURAMATSU;"14.203.494/0001-16";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;37.655.000;MG;Itapeva;Itapeva;SIT DA PEDRA CHATA, 3454;(11) 7368-7818;;sitiodapedrachata@hotmail.com;;;"11.091353.75.0001-0";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário)";Caminhadas ,Parapente ,Rapel;Ecoturismo,Turismo de Aventura,Turismo Rural;Japonês ,Inglês
NAV TURISMO LTDA - ME;NAV TURISMO;"26.246.656/0001-82";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;66.070.470;PA;Belém;Terra Firme;AL SÃO PAULO, 28;(91) 3199-0921;;rosinaldol@msn.com;vilmasilvatur@gmail.com;;"14.081857.75.0001-9";"7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS, SERVIÇOS DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Observação da fauna ,Observação da flora ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Turismo Religioso (ou visitas a espaços e eventos religiosos);Ecoturismo,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol ,Inglês
